,channel 1,channel 2,channel 3,channel 4,channel 5
0,-0.8485435867849618,0.3745934552327451,-2.1653656294565873,0.4258089959593616,0.08861215743666019
1,-0.9314906763737518,-1.429828533478573,-2.7025040286975823,0.2084308449865504,0.6517553298858374
2,-0.8159317735266032,-2.3016524376770784,-1.3631894362460844,1.5722015355446195,0.8841683048084054
3,-0.18845616901156825,-2.6805680664478055,0.31972687027267865,3.840550340475438,0.8239352871065755
4,0.06969071362140522,-2.2927428836687644,-1.0506846442153632,4.301614461995984,-0.7733532555385003
5,-0.3585109750384836,-2.9093248792063346,0.7103296444266438,3.25175262780314,-0.3766177169487348
6,-1.5122922845774465,-2.4567003689064038,3.539926065923681,3.3882763769279105,0.8015790763770096
7,-2.193074372979992,-2.5727019938030606,3.5798200380708045,4.729732596916711,1.2906968947515483
8,-2.9337421412301876,-3.556760021600189,1.2194788181716736,5.536624249609852,1.6414850002729335
9,-2.3259358823797225,-4.799507377896705,0.3334012168522613,5.108318334869191,2.958905083895888
10,-0.36093147021006167,-5.2712053374226695,1.617540911266263,4.631557402680396,2.5500396674630217
11,-0.11851186191875257,-5.023281726151229,2.8992623618517896,2.64656413460258,2.5399059899809053
12,1.132939655752631,-4.10291189284694,2.3650348769860248,1.922997927574373,2.092791471296062
13,1.6373540207660278,-4.282031679176595,2.3181694982942878,1.0897773003551219,2.659041411288432
14,0.8330851686457906,-2.5911884300593355,0.9082658431458757,0.14865635299664004,3.3779656723530618
15,0.6356957421523141,-1.6403719125301564,0.5538543982071077,-0.19715894494129713,5.158132801583225
16,-0.27193007069170705,-1.707210948821264,0.8310170041191665,-0.2547098948224871,3.81455327838486
17,-0.9060167359891285,-3.1521546900438686,2.5840522976075713,-1.7453317575886493,1.8352593429982669
18,-1.0670550127249687,-2.8189560568242684,1.830087695134229,-1.4174764826559818,0.5902057101823257
19,0.8863568078964249,-0.5386064642438,-0.5266419711668131,-0.6585124977942279,0.07617238700466833
20,2.937246500190656,1.8624612962907316,-0.7109749201315971,0.9375266406751811,0.30973980166373727
21,1.8075215562286466,3.61574575969728,1.0079008746981857,1.8229996545805638,0.23624228168757383
22,0.888568779313875,3.930602704140257,2.767146955574579,0.9316949728898274,0.7671657126721861
23,0.8000791214606539,3.442980722018404,3.2384419626595133,1.4685550628990973,1.5843304435470746
24,0.7397635545475886,3.06855777228602,3.0000327235473243,2.0556811720459605,0.9392717746904783
25,1.3962265176254558,0.6481927330684836,1.411497623566188,1.8924391866058556,0.6875369454910174
26,1.2518346361951953,-1.6498893621432567,2.376651495083513,2.070299977105063,1.192859672479092
27,-0.268667072861724,-2.9276403061240286,3.8058068384999544,2.680048932573106,0.30166123233397646
28,-0.6819696392644577,-2.577890289408645,3.476686823311745,1.6702243627515183,-1.1443661640924019
29,-1.4384337866069745,-1.8938187048070583,2.6784929128061243,1.3266083147568688,-1.397173076638361
30,-1.0715588101347269,-0.4590085107798336,1.835543980742088,0.7929340797530341,0.7252737238238203
31,0.5222540477824891,0.17903067213131074,0.9555642552474888,-1.241710632373966,2.282908569817203
32,1.4651102671239766,-0.7961813074304992,0.4034864338023033,-1.510081353677018,1.8362863127972426
33,0.3326972631461159,-0.668750616881091,2.3040527613677004,-0.3934253220610601,1.7205991937941294
34,-0.6762628054205846,-2.3986608470949786,3.334971612193116,-0.8203892586289772,1.545894622334606
35,-0.4348937273617771,-3.4282680435954274,1.5469249973120078,-1.783766437416097,1.1979353547603426
36,0.5092445721314194,-4.977278108883608,0.7260195555344071,-1.194312741690209,0.14991574162032462
37,-0.3572114971477861,-5.170245156023706,-1.1181348505620452,0.32096340549369484,-0.7407677187019494
38,-0.2879109032451056,-2.543412620632511,-2.2857845915475217,0.780111521183343,-0.4140948227318955
39,-0.31456220775928295,-2.0323743767655165,-2.3293900344821092,0.984965863418733,-2.093418277105557
40,0.13316571324574716,-1.332612959143501,-1.7466948608033537,1.30459140883437,-3.7206772292692576
41,1.0599655553863163,-1.6907706584293485,-1.6144380819500166,0.9515731604099338,-4.9267744059394385
42,-0.31491571942867336,-0.488822225477449,-2.350092844635251,2.59656901615848,-4.567862234606205
43,-1.5470870387389966,0.38291798673941707,-1.4178591946749184,2.6438996027807677,-2.986580596390163
44,0.6958189158654506,-1.6871248678924187,-0.5596779138070521,1.914952752922816,-2.2729769285025845
45,2.473502644757981,-1.3627499455474668,0.2947812685888923,2.006172548238003,-2.826606835030037
46,3.1406007672610485,1.3410148417057512,-0.17559368352021476,2.9714507352778314,-3.09417572731612
47,3.94745111146295,2.3658100689047457,0.013830188298466273,2.3895424858133087,-4.377661417124784
48,4.329314590966311,3.1135898127825525,-0.8906060554203026,1.7896211035348875,-4.831959983046977
49,4.867735347489113,4.286427160110668,0.039570978585029115,2.1387654193117474,-4.095771315114915
